Variable name,"var_availability (this was calculated using the full final_dataset.csv, with all subjects)",Category of variable,Sub-category of variable,Metadata: CRFNAME,Metadata: TEXT,Key variable,
ADNI_DTIROI_10_03_19__RD_GCC_L,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Genu of corpus callosum left ,,
ADNI_DTIROI_10_03_19__RD_GCC_R,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Genu of corpus callosum right ,,
ADNI_DTIROI_10_03_19__RD_BCC_L,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Body of corpus callosum  left ,,
ADNI_DTIROI_10_03_19__RD_BCC_R,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Body of corpus callosum  right ,,
ADNI_DTIROI_10_03_19__RD_SCC_L,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Splenium of corpus callosum left ,,
ADNI_DTIROI_10_03_19__RD_SCC_R,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Splenium of corpus callosum right ,,
ADNI_DTIROI_10_03_19__RD_RLIC_L,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Retrolenticular part of internal capsule left ,,
ADNI_DTIROI_10_03_19__RD_RLIC_R,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Retrolenticular part of internal capsule right ,,
ADNI_DTIROI_10_03_19__RD_TAP_L,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Tapatum left ,,
ADNI_DTIROI_10_03_19__RD_TAP_R,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Tapatum right ,,
ADNI_DTIROI_10_03_19__RD_SUMGCC,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Bilateral genu of the corpus callosum ,,
ADNI_DTIROI_10_03_19__RD_SUMBCC,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Bilateral body of  the corpus callosum ,,
ADNI_DTIROI_10_03_19__RD_SUMSCC,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Bilateral splenium of  the corpus callosum ,,
ADNI_DTIROI_10_03_19__RD_SUMCC,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Bilateral full corpus callosum ,,
ADNI_DTIROI_10_03_19__RD_SUMFX,6.293881645,Imaging,MRI - DTI,DTI ROI summary measures,Bilateral fornix ,,
ADNI_HAASS_WASHU_LAB__MSD_STREM2_CV,25.40120361,CSF,Proteomics,Haass and Wash U lab summaries,Haass CSF sTREM2 Intraplate Coefficient of Variation (%),,
ADNI_HAASS_WASHU_LAB__MSD_STREM2CORRECTED,25.35105316,CSF,Proteomics,Haass and Wash U lab summaries,Haass CSF sTREM2 (pg/mL) corrected values,1,
ADNI_HAASS_WASHU_LAB__TREM2OUTLIER,0,CSF,Proteomics,Haass and Wash U lab summaries,Correlation between the WashU and Haass CSF sTREM2 measurements,,
ADNI_HAASS_WASHU_LAB__MSD_PGRN_CV,25.40120361,CSF,Neuronal pathology,Haass and Wash U lab summaries,Haass CSF PGRN Intraplate Coefficient of Variation (%),,
ADNI_HAASS_WASHU_LAB__MSD_PGRNCORRECTED,25.37612839,CSF,Neuronal pathology,Haass and Wash U lab summaries,Haass CSF PGRN (pg/mL) corrected values,1,
ADNI_HULAB__TNFR1,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,P19438,,
ADNI_HULAB__TNFR2,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,P20333,,
ADNI_HULAB__TGFBETA1,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,P01137,,
ADNI_HULAB__TGFBETA2,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,P61812,,
ADNI_HULAB__TGFBETA3,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,P10600,,
ADNI_HULAB__IL_21,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,Q9HBE4,,
ADNI_HULAB__IL_6,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,P05231,,
ADNI_HULAB__IL_7,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,P13232,,
ADNI_HULAB__IL_9,5.967903711,CSF,Proteomics,ADNI Data Hu Lab,P15248,,
ADNI_HULAB__IL_10,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,P22301,,
ADNI_HULAB__TNFALPHA,7.873620863,CSF,Proteomics,ADNI Data Hu Lab, P01375,,
ADNI_HULAB__IP_10,5.967903711,CSF,Proteomics,ADNI Data Hu Lab,P02778,,
ADNI_HULAB__IL_12_P40,5.967903711,CSF,Proteomics,ADNI Data Hu Lab,P29460,,
ADNI_HULAB__ICAM_1,7.873620863,CSF,Proteomics,ADNI Data Hu Lab,P05362,,
ADNI_HULAB__VCAM_1,7.848545637,CSF,Proteomics,ADNI Data Hu Lab,P19320,,
ADNI_LIPIDOMICSRADER__CHOL,0.225677031,Blood test,Lipidomics,Rader Lab ADNI 1 Lipids CAD ALZ,0,,
ADNI_LIPIDOMICSRADER__HDL,0.225677031,Blood test,Lipidomics,Rader Lab ADNI 1 Lipids CAD ALZ,0,,
ADNI_LIPIDOMICSRADER__TG,0.225677031,Blood test,Lipidomics,Rader Lab ADNI 1 Lipids CAD ALZ,0,,
ADNI_LIPIDOMICSRADER__APOA1,0.225677031,Blood test,Lipidomics,Rader Lab ADNI 1 Lipids CAD ALZ,0,,
ADNI_LIPIDOMICSRADER__APOE,0.225677031,Blood test,Lipidomics,Rader Lab ADNI 1 Lipids CAD ALZ,0,,
ADNI_UCD_WMH_04_30_19__CSF,32.84854564,Imaging,Structural MRI - Volumetrics,Univerity of California Davis White Matter Hyperintensity Volumes (ADNI2),intracranial CSF volume,1,
ADNI_UCD_WMH_04_30_19__GRAY,32.84854564,Imaging,Structural MRI - Volumetrics,Univerity of California Davis White Matter Hyperintensity Volumes (ADNI2),Intracranial gray matter volume,1,
ADNI_UCD_WMH_04_30_19__WHITE,32.84854564,Imaging,Structural MRI - Volumetrics,Univerity of California Davis White Matter Hyperintensity Volumes (ADNI2),Intracranial white matter volume,1,
ADNI_UCD_WMH_04_30_19__WMH,32.84854564,Imaging,Structural MRI - WMH,Univerity of California Davis White Matter Hyperintensity Volumes (ADNI2),WMH volume,1,
ADNI_UCD_WMH_04_30_19__TOTAL,23.09428285,Imaging,Structural MRI - Volumetrics,Univerity of California Davis White Matter Hyperintensity Volumes (ADNI2),-4,1,
ADNI_ZHANG__FINAL_ASYN,9.779338014,CSF,Neuronal pathology,"CSF Hemoglobin ELISA and PS129 Luminex Assays (Zhang Lab, University of Washington)",Final reported concentration of alpha-synuclein,1,
ADNI_ZHANG__FINAL_PS129,9.327983952,CSF,Neuronal pathology,"CSF Hemoglobin ELISA and PS129 Luminex Assays (Zhang Lab, University of Washington)",Final reported concentration of ps129,1,
ADRC_EMORY_DDE__DDE_RECOVER_13C_PERCENT,5.190571715,Blood test,Pesticides,DDE Analysis Summary,Recovery percent,,
ADRC_EMORY_DDE__DDE_PLASMA_CONCENTRATION,5.190571715,Blood test,Pesticides,DDE Analysis Summary,Plasma concentration,,
ADVERSE__AENUMBER,12.96389168,Clinical,Adverse events,Adverse Events Log,Adverse event number,,
ADVERSE__AECOMPOUND,5.842527583,Clinical,Adverse events,Adverse Events Log,Is this event part of a compound event?,,
ADVERSE__AERELAD,5.842527583,Clinical,Adverse events,Adverse Events Log,Related to symptoms associated with the development of early stage AD or progression of AD,,
ADVERSE__AERELCM,5.842527583,Clinical,Adverse events,Adverse Events Log,Related to concomitant therapy,,
ADVERSE__AERELFLRBTBN,5.842527583,Clinical,Adverse events,Adverse Events Log,Related to Florbetaben tracer,,
ADVERSE__AERELFLRBPR,9.553660983,Clinical,Adverse events,Adverse Events Log,Related to Florbetapir tracer,,
ADVERSE__AEHIMG,16.4994985,Clinical,Adverse events,Adverse Events Log,Related to PET/MRI imaging procedure,,
ADVERSE__AERELTAU,5.817452357,Clinical,Adverse events,Adverse Events Log,Related to AV-1451 (Tau) tracer,,
ADVERSE__AEHLUMB,16.54964895,Clinical,Adverse events,Adverse Events Log,Related to lumbar puncture,,
ADVERSE__AERELATESP,5.842527583,Clinical,Adverse events,Adverse Events Log,Related to other study procedure(s),,
ADVERSE__AEHCMEDS,16.52457372,Clinical,Adverse events,Adverse Events Log,Was treatment (medication) for AE required?,,
ADVERSE__AESERIOUS,16.54964895,Clinical,Adverse events,Adverse Events Log,Was event serious at any time during the trial?,,
ADVERSE__SAELIFE,3.961885657,Clinical,Adverse events,Adverse Events Log,Is this an SAE because event was life-threatening?,,
ADVERSE__SAEHOSPIT,3.961885657,Clinical,Adverse events,Adverse Events Log,Is this an SAE because it lead to  hospitalization?,,
ADVERSE__SAEPROLONG,0.376128385,Clinical,Adverse events,Adverse Events Log,Is this an SAE because it lead to  prolongation of hospitalization?,,
ADVERSE__SAEDEATH,3.961885657,Clinical,Adverse events,Adverse Events Log,Is this an SAE because it lead to  death?,,
ADVERSE__SAECONGEN,0.376128385,Clinical,Adverse events,Adverse Events Log,Is this an SAE because it lead to a congenital anomaly or birth defect?,,
ADVERSE__SAEDISAB,0.376128385,Clinical,Adverse events,Adverse Events Log,Is this an SAE because it caused  persistent or significant disability/incapacity?,,
ADVERSE__SAEOTHER,0.376128385,Clinical,Adverse events,Adverse Events Log,Is this an SAE because it lead to another medically important condition?,,
APOERES__APGEN1,53.56068205,Genetics,APOE4,ADNI GO & 2 APOE Genotypes,Genotype - Allele 1,1,
APOERES__APGEN2,53.56068205,Genetics,APOE4,ADNI GO & 2 APOE Genotypes,Genotype - Allele 2,1,
AV45VITALS__PREHEART,20.01003009,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Heart Rate (bpm):,,
AV45VITALS__PRERESP,19.85957874,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Respiration (per minute):,,
AV45VITALS__PRESYSTBP,20.01003009,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Systolic Blood Pressure (mmHg):,,
AV45VITALS__PREDIABP,20.01003009,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Diastolic Blood Pressure (mmHg):,,
AV45VITALS__PRETEMP,19.68405216,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Temperature:,,
AV45VITALS__PRETEMPS,19.68405216,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Temperature Source:,,
AV45VITALS__POSTHEART,19.98495486,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Heart Rate (bpm):,,
AV45VITALS__POSTRESP,19.80942828,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Respiration (per minute):,,
AV45VITALS__POSTSYSTBP,19.98495486,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Systolic Blood Pressure (mmHg):,,
AV45VITALS__POSTDIABP,19.98495486,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Diastolic Blood Pressure (mmHg):,,
AV45VITALS__POSTTEMP,19.65897693,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Temperature:,,
AV45VITALS__POSTTEMPS,19.65897693,Clinical,Vital signs,AV-45 Pre and Post Injection Vitals,Temperature Source:,,
BACKMEDS__KEYMED_donepezil,100,BackgroundHx,Drug history,#N/A,#N/A,1,
BACKMEDS__KEYMED_tacrine,100,BackgroundHx,Drug history,#N/A,#N/A,1,
BACKMEDS__KEYMED_rivastigmine,100,BackgroundHx,Drug history,#N/A,#N/A,1,
BACKMEDS__KEYMED_galantamine,100,BackgroundHx,Drug history,#N/A,#N/A,1,
BACKMEDS__KEYMED_memantine,100,BackgroundHx,Drug history,#N/A,#N/A,1,
BACKMEDS__KEYMED_antidepressant,100,BackgroundHx,Drug history,#N/A,#N/A,1,
BACKMEDS__KEYMED_antipsychotic,100,BackgroundHx,Drug history,#N/A,#N/A,1,
BACKMEDS__KEYMED_antianxiety,100,BackgroundHx,Drug history,#N/A,#N/A,1,
BACKMEDS__KEYMED_none,100,BackgroundHx,Drug history,#N/A,#N/A,1,
BAIPETNMRCFDG_11_22_19__HCI,36.86058175,Imaging,FDG PET,Banner Alzheimer's Institute PET NMRC FDG Summaries,Hypometabolic Convergence Index,1,
BAIPETNMRCFTP_03_03_20__TAU_METAROI,9.202607823,Imaging,Tau PET,Banner Alzheimer's Institute PET NMRC Flortaucipir (F-AV1451) Summaries,Tau metaROI with Cerebellum Crus as reference region ,1,
BAIPETNMRC_04_12_18__MODALITY_FDG,32.77331996,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__HIPPL01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTSUPL01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMIDL01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARAHIPL01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FUSFRML01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__OCCMIDL01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__ANGULL01_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARIINFL01_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__SUPMRGL01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDL01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRECUNL01_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGPSTL01_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARAHIPR01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTSUPR01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__OCCMIDR01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FUSFRMR01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMIDR01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__ANGULR01_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARIINFR01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDR01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__SUPMRGR01_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRCUNSR01_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFR01_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTSUPL02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMIDL02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGPSTL02_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGMIDL02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTSMEDL02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FUSFRML02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDL02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__OCCMIDL02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFL02_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRECUNL02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGANTL02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMIDOR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMIDR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTSUPR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__ANGULR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__ANGULL02_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARIINFR02_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__INSULAR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPPOSR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGANTR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGMIDR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRECUNR02_FDG,9.779338014,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__RECTUSR02_FDG,7.447342026,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPSUPR03_FDG,1.955867603,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDL03_FDG,1.153460381,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDR03_FDG,1.153460381,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFL03_FDG,1.153460381,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFR03_FDG,1.153460381,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARIINFL03_FDG,1.153460381,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARIINFR03_FDG,1.153460381,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRECUNL03_FDG,1.955867603,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRECUNR03_FDG,1.153460381,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGANT03_FDG,1.153460381,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGMID03_FDG,1.153460381,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGPST03_FDG,1.955867603,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__ANGULR03_FDG,1.955867603,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__SUPMRGL03_FDG,1.955867603,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPSUPR04_FDG,4.162487462,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDL04_FDG,4.162487462,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDR04_FDG,5.391173521,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFL04_FDG,4.162487462,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFR04_FDG,5.391173521,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGPST04_FDG,4.162487462,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__OCCMIDR04_FDG,5.391173521,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__SUPMRGL04_FDG,5.391173521,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__ANGULR04_FDG,4.162487462,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPSUPR05_FDG,2.532597793,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDL05_FDG,2.532597793,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDR05_FDG,3.88665998,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFR05_FDG,2.532597793,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARIINFL05_FDG,2.532597793,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARIINFR05_FDG,3.88665998,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRECUNR05_FDG,3.88665998,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGPST05_FDG,3.88665998,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__ANGULR05_FDG,3.88665998,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CALCARL05_FDG,2.532597793,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__LINGUALL05_FDG,2.532597793,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CEREB8L05_FDG,2.532597793,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CERBCR2L05_FDG,2.532597793,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__SUPMRGL05_FDG,2.532597793,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPSUPR06_FDG,6.09327984,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDL06_FDG,5.391173521,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDR06_FDG,6.09327984,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFL06_FDG,5.391173521,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFR06_FDG,6.09327984,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FUSFRML06_FDG,6.09327984,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FUSFRMR06_FDG,5.391173521,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__OCCMIDR06_FDG,5.391173521,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__HIPPR06_FDG,6.09327984,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRECUNL07_FDG,1.228686058,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGPST07_FDG,1.228686058,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARIINFR07_FDG,1.228686058,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDL07_FDG,1.228686058,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CUNEUSL08_FDG,1.228686058,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPMIDR08_FDG,1.228686058,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFL09_FDG,2.808425276,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGPST09_FDG,2.808425276,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRECUNL09_FDG,2.808425276,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PARIINFR09_FDG,2.808425276,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFL10_FDG,2.808425276,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__PRECUNL10_FDG,2.808425276,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPINFL11_FDG,1.379137412,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__OCCMIDL11_FDG,1.379137412,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGPST11_FDG,1.379137412,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGMID11_FDG,1.379137412,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__TMPPOSR12_FDG,0.877632899,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__CINGPSTR12_FDG,0.877632899,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FROITRN001_FDG,2.883650953,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FROITRN002_FDG,2.281845537,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FROITST001_FDG,3.761283852,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FROITST002_FDG,2.833500502,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FROIWHL001_FDG,6.644934804,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FROIWHL002_FDG,5.115346038,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRPMSK001_FDG,5.992978937,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRPMSK002_FDG,7.572718154,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMSK003_FDG,5.992978937,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMSK004_FDG,7.572718154,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMSK005_FDG,2.056168506,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMSK006_FDG,4.312938816,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMSK007_FDG,3.836509529,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMSK008_FDG,2.95887663,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMSK009_FDG,6.745235707,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMSK010_FDG,5.315947844,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__FRTMSK011_FDG,1.078234704,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__HCISUB1_FDG,1.8555667,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__HCI99_FDG,4.714142427,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__HCI_FDG,29.76429288,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__NL1HIPP_FDG,1.454363089,Imaging,FDG PET,#N/A,#N/A,1,
BAIPETNMRC_04_12_18__NL1PTEMP_FDG,1.454363089,Imaging,FDG PET,#N/A,#N/A,1,
